,df_index,facility_title,address,google_latitude,google_longitude,yandex_latitude,yandex_longitude,distance_km,yandex_address,yandex_precision,facility_type
106,1261,Октябрьский ФАП,"213783, д. Октябрьск, Кличевский р-н, Могилевская обл.",53.5390702,29.2544526,53.551394,29.106484,9.871958308603698,"Беларусь, Могилёвская область, Кличевский район, Колбчанский сельсовет, деревня Октябрьск",other,
107,1996,Червоносельский ФАП,"231946, д. Червоное Село, Зельвенский р-н, Гродненская обл.",53.1420727,24.9843644,53.142956,24.981897,0.1916510111783111,"Беларусь, Гродненская область, Зельвенский район, Сынковичский сельсовет, деревня Червоное Село",other,
108,2012,Черняковский ФАП,"213261, д. Черняковка, Славгородский р-н, Могилевская обл.",53.3199281,30.8346748,53.320022,30.838185,0.2333874723510042,"Беларусь, Могилёвская область, Славгородский район, Свенский сельсовет, деревня Черняковка",other,
109,590,Замышканский ФАП,"213188, д. Замышки, Круглянский р-н, Могилевская обл.",54.317908,29.8188485,54.317669,29.819234,0.03648855874372938,"Беларусь, Могилёвская область, Круглянский сельсовет, деревня Замышки",other,
110,372,Гривденский ФАП,"д. Гривда, Ивацевичский р-н, Брестская обл.",52.8320004,25.2176081,52.833442,25.212862,0.3568609334617276,"Беларусь, Брестская область, Ивацевичский район, Милейковский сельсовет, деревня Гривда",other,
111,1091,Михалевский ФАП,"ул. Школьная, 8, 223326, д. Михалево, Березинский р-н, Минская обл.",53.82356679999999,28.9949195,53.703981,28.935274,13.86322248803023,"Беларусь, Минская область, Березинский район, Богушевичский сельсовет, деревня Михалёво, Школьная улица, 8",exact,
112,101,Болколовский ФАП,"211919, д. Болколы, Шарковщинский р-н, Витебская обл.",55.3926443,27.4069757,55.398804,27.587235,11.403630130130615,"Беларусь, Витебская область, Шарковщинский район",other,
113,1305,Острожанский ФАП,"247866, д. Первомайск, Лельчицкий р-н, Гомельская обл.",51.8280332,28.4782963,51.828236,28.478885,0.046316386768771374,"Беларусь, Гомельская область, Лельчицкий район, Буйновичский сельсовет, деревня Первомайск",other,
114,1386,Подгорский ФАП,"ул. Центральная, 13а, 213151, д. Подгорье, Могилевский р-н, Могилевская обл.",53.9044341,30.2510369,53.826078,30.443564,15.338794584610897,"Беларусь, Могилёвский район, Подгорьевский сельсовет, деревня Подгорье, Центральная улица, 13А",exact,
115,1603,Сергеевичский ФАП,"д. Сереевичи, Пуховичский р-н, Минская обл.",53.49697740000001,27.7507924,53.496857,27.749112,0.11195524056201663,"Беларусь, Минская область, Пуховичский район, Новопольский сельсовет, деревня Сергеевичи",other,
116,488,Дубровский ФАП,"д. Дубровка, Браславский р-н, Витебская обл.",55.352124,26.9282171,55.353432,26.935382,0.47572038481335205,"Беларусь, Витебская область, Браславский район, Видзовский сельсовет, деревня Дубровка",other,
117,723,Карцевичский ФАП,"д. Карцевичи, Несвижский р-н, Минская обл.",53.1923683,26.6061643,53.191217,26.608692,0.21153430854105654,"Беларусь, Минская область, Несвижский сельсовет, агрогородок Карцевичи",other,
